Cantidad_Total,Venta_Total,NumeroDocumento,NombreCliente,Municipio,Departamento,NombreProducto,NitCliente,Fuente,CodVendedor,NombreVendedor,Referencia,FechaDocumento,Presentacion,Clasificacion,Meses de la ultima compra,Vent_positivas,Dev_positivas
100,35750,FE0008029,Cliente 264,ENVIGADO,Antioquia,PABILOS ENCERADOS,245238950-2,ventas,17,Vendedor 6,14372501,07/05/2024,KILOS,PABILOS ENCERADOS,10,35750,0
200,71500,FE0008030,Cliente 264,ENVIGADO,Antioquia,PABILOS ENCERADOS,245238950-2,ventas,17,Vendedor 6,14372501,25/07/2024,KILOS,PABILOS ENCERADOS,8,71500,0
0.4,39496,FE0008031,Cliente 293,ENVIGADO,Antioquia,VIBAR,761764066-5,ventas,16,Vendedor 2,14394004,06/11/2024,KILOS,CERAS Y ADITIVOS,4,39496,0
100,1512500,FE0008032,Cliente 71,ENVIGADO,Antioquia,PARAFINA FR 56/58 EN SACO,592607552-5,ventas,16,Vendedor 2,14391003,07/10/2024,KILOS,PARAFINAS,5,1512500,0
42,1579410,FE0008032,Cliente 71,ENVIGADO,Antioquia,CERA MICROCRISTALINA ESPA•OLA,592607552-5,ventas,16,Vendedor 2,14394002,07/10/2024,KILOS,CERAS Y ADITIVOS,5,1579410,0
2.4,6300,FE0008007,Cliente 289,Medell°n,Antioquia,PAPEL CELOFAN ROJO,76329187-8,ventas,16,Vendedor 2,14393002,30/10/2024,UNIDAD,CELOFAN,5,6300,0
0.4,40398,FE0008033,Cliente 134,PASTO,NARI•O,VIBAR,538367235-5,ventas,08,Vendedor 1,14394004,13/03/2024,KILOS,CERAS Y ADITIVOS,12,40398,0
5,318750,FE0008034,Cliente 253,Medell°n,Antioquia,SILICONA,376793920-3,ventas,17,Vendedor 6,14397007,05/07/2024,KILOS,QUIMICOS,8,318750,0
400,5318000,FE0008035,Cliente 363,SOATµ,BOYACA,PARAFINA LIVIANA,58005234-4,ventas,08,Vendedor 1,14361001,10/04/2024,KILOS,PARAFINAS,11,5318000,0
40,603500,FE0008036,Cliente 566,Medell°n,Antioquia,PARAFINA MEDIA,489804771-5,ventas,17,Vendedor 6,14361002,30/08/2024,KILOS,PARAFINAS,7,603500,0
0.2,7302.5,FE0008037,Cliente 758,Medell°n,Antioquia,CERA MICROCRISTALINA BRASILERA,276745073-2,ventas,16,Vendedor 2,14394001,19/10/2021,KILOS,CERAS Y ADITIVOS,41,7302.5,0
54,787185,FE0008038,Cliente 432,Medell°n,Antioquia,CLORURO DE METILENO,591530373-7,ventas,17,Vendedor 6,14397005,24/11/2022,KILOS,QUIMICOS,28,787185,0
200,2762000,FE0008039,Cliente 288,DOSQUEBRADAS,RISARALDA,PARAFINA MEDIA,78031324-6,ventas,17,Vendedor 6,14361002,16/04/2024,KILOS,PARAFINAS,11,2762000,0
4,58790,FE0006243,Cliente 486,FLORIDA BLANCA,SANTANDER,PIOLA #15,66795227-7,ventas,08,Vendedor 1,14372506,28/06/2024,UNIDAD,PIOLAS,9,58790,0
2,535955,FE0007071,Cliente 43,ENTRERRIOS,Antioquia,COLORANTE A LA GRASA AMARILLO,314577283-9,ventas,01,Vendedor 4,14377021,16/09/2022,GRAMOS,COLORANTES,30,535955,0
1000,213175,FE0006257,Cliente 43,ENTRERRIOS,Antioquia,COLORANTE A LA GRASA AMARILLO,314577283-9,ventas,11,Vendedor 4,14377021,09/03/2024,GRAMOS,COLORANTES,12,213175,0
5,351450,FE0006258,Cliente 432,Medell°n,Antioquia,SILICONA,591530373-7,ventas,17,Vendedor 6,14397007,21/02/2023,KILOS,QUIMICOS,25,351450,0
600,8800500,FE0008042,Cliente 566,Medell°n,Antioquia,PARAFINA LIVIANA,489804771-5,ventas,17,Vendedor 6,14361001,08/11/2024,KILOS,PARAFINAS,4,8800500,0
200,2933500,FE0008042,Cliente 566,Medell°n,Antioquia,PARAFINA LIVIANA,489804771-5,ventas,17,Vendedor 6,14361001,08/11/2024,KILOS,PARAFINAS,4,2933500,0
200,2934000,FE0006263,Cliente 288,DOSQUEBRADAS,RISARALDA,PARAFINA LIVIANA,78031324-6,ventas,17,Vendedor 6,14361001,22/11/2024,KILOS,PARAFINAS,4,2934000,0
10,140966.25,FE0008043,Cliente 699,ITAGUI,Antioquia,PARAFINA FR58-60,69357276-1,ventas,16,Vendedor 2,14501004,03/05/2021,KILOS,PARAFINAS,47,140966.25,0
40,582300,FE0006326,Cliente 109,BOGOTA,SANTA FE DE BOGOTA,PARAFINA FR56-58 EN CAJA,341513432-4,ventas,08,Vendedor 1,14391006,02/08/2024,KILOS,PARAFINAS,8,582300,0
1000,137250,FE0008044,Cliente 281,BOGOTA,SANTA FE DE BOGOTA,COLORANTE FLUORESCENTE ROSADO,218365049-1,ventas,14,Vendedor 5,14377015,23/09/2023,GRAMOS,COLORANTES,18,137250,0
400,65000,FE0008045,Cliente 543,BOGOTA,SANTA FE DE BOGOTA,COLORANTE FLUORESCENTE VIOLETA,165579296-1,ventas,08,Vendedor 1,14377012,13/09/2024,GRAMOS,COLORANTES,6,65000,0
1400,19568500,FE0008046,Cliente 222,PEREIRA,RISARALDA,PARAFINA LIVIANA,55706706-0,ventas,17,Vendedor 6,14361001,11/08/2023,KILOS,PARAFINAS,19,19568500,0
400,88660,FE0005907,Cliente 443,BOGOTA,SANTA FE DE BOGOTA,COLORANTE FLUORESCENTE VERDE MEZCLA,685861678-7,ventas,14,Vendedor 5,14377019,30/11/2023,GRAMOS,COLORANTES,16,88660,0
42,2650725,FE0008047,Cliente 292,BOGOTA,SANTA FE DE BOGOTA,SILICONA,11140339-9,ventas,08,Vendedor 1,14397007,07/10/2023,KILOS,QUIMICOS,18,2650725,0
200,2935000,FE0008048,Cliente 124,ITAGUI,Antioquia,PARAFINA LIVIANA,846419323-6,ventas,16,Vendedor 2,14361001,21/09/2021,KILOS,PARAFINAS,42,2935000,0
200,2948500,FE0008049,Cliente 222,PEREIRA,RISARALDA,PARAFINA LIVIANA,55706706-0,ventas,17,Vendedor 6,14361001,23/10/2024,KILOS,PARAFINAS,5,2948500,0
25,1546875,FE0008050,Cliente 292,BOGOTA,SANTA FE DE BOGOTA,SILICONA,11140339-9,ventas,08,Vendedor 1,14397007,22/11/2024,KILOS,QUIMICOS,4,1546875,0
0.4,40504,FE0006075,Cliente 443,BOGOTA,SANTA FE DE BOGOTA,VIBAR,685861678-7,ventas,14,Vendedor 5,14394004,27/11/2024,KILOS,CERAS Y ADITIVOS,4,40504,0
400,5630000,FE0008051,Cliente 452,BUCARAMANGA,SANTANDER,PARAFINA LIVIANA,6126720884-0,ventas,08,Vendedor 1,14361001,30/07/2024,KILOS,PARAFINAS,8,5630000,0
400,5790000,FE0008052,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,823174690-8,ventas,14,Vendedor 5,14361001,27/08/2024,KILOS,PARAFINAS,7,5790000,0
0.4,38019,FE0006082,Cliente 689,BOGOTA,SANTA FE DE BOGOTA,VIBAR,40603819-6,ventas,08,Vendedor 1,14394004,15/11/2024,KILOS,CERAS Y ADITIVOS,4,38019,0
140,1962800,FE0008053,Cliente 124,ITAGUI,Antioquia,PARAFINA LIVIANA,846419323-6,ventas,17,Vendedor 6,14361001,13/03/2024,KILOS,PARAFINAS,12,1962800,0
200,2633500,FE0008054,Cliente 443,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,685861678-7,ventas,14,Vendedor 5,14361001,19/04/2024,KILOS,PARAFINAS,11,2633500,0
2000,29575000,FE0008055,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,823174690-8,ventas,14,Vendedor 5,14361001,16/01/2025,KILOS,PARAFINAS,2,29575000,0
200,3806500,FE0008056,Cliente 109,BOGOTA,SANTA FE DE BOGOTA,PARAFINA FR60-62,341513432-4,ventas,08,Vendedor 1,14391004,03/04/2024,KILOS,PARAFINAS,12,3806500,0
300,40500,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,40500,0
5,68587.5,FE0008058,Cliente 225,SINCELEJO,SUCRE,PARAFINA MEDIA,670058608-4,ventas,16,Vendedor 2,14361002,29/07/2021,KILOS,PARAFINAS,44,68587.5,0
54,588600,FE0008059,Cliente 65,BELLO,Antioquia,CLORURO DE METILENO,703413791-1,ventas,17,Vendedor 6,14397005,30/08/2024,KILOS,QUIMICOS,7,588600,0
400,60200,FE0004405,Cliente 387,OCA•A,NORTE DE SANTANDER,COLORANTE FLUORESCENTE AZUL,60975985-1,ventas,08,Vendedor 1,14377014,07/10/2023,GRAMOS,COLORANTES,18,60200,0
84,2045820,FE0003718,Cliente 65,BELLO,Antioquia,POLIOL POLIMERICO,703413791-1,ventas,17,Vendedor 6,14397003,19/07/2023,KILOS,QUIMICOS,20,2045820,0
84,2494800,FE0005398,Cliente 65,BELLO,Antioquia,POLIOL POLIMERICO,703413791-1,ventas,17,Vendedor 6,14397003,26/09/2022,KILOS,QUIMICOS,30,2494800,0
42,1022910,FE0008060,Cliente 65,BELLO,Antioquia,POLIOL POLIMERICO,703413791-1,ventas,17,Vendedor 6,14397003,22/07/2023,KILOS,QUIMICOS,20,1022910,0
20,318300,FE0008061,Cliente 385,SOPO,CUNDINAMARCA,PARAFINA FR 56/58 EN SACO,4479016661-7,ventas,14,Vendedor 5,14391003,09/02/2024,KILOS,PARAFINAS,13,318300,0
6.6,18711,FE0008062,Cliente 759,BELLO,Antioquia,PAPEL CELOFAN ROJO,28383899-9,ventas,16,Vendedor 2,14393002,26/12/2022,UNIDAD,CELOFAN,27,18711,0
15.8,44793,FE0008062,Cliente 759,BELLO,Antioquia,PAPEL CELOFAN AMARILLO,28383899-9,ventas,16,Vendedor 2,14393004,26/12/2022,UNIDAD,CELOFAN,27,44793,0
5,75625,FE0008063,Cliente 93,BELLO,Antioquia,PARAFINA LIVIANA,597606-7,ventas,16,Vendedor 2,14361001,30/10/2024,KILOS,PARAFINAS,5,75625,0
400,65000,FE0008064,Cliente 387,OCA•A,NORTE DE SANTANDER,COLORANTE FLUORESCENTE AZUL,60975985-1,ventas,08,Vendedor 1,14377014,08/10/2024,GRAMOS,COLORANTES,5,65000,0
5,88762.5,FE0008065,Cliente 93,BELLO,Antioquia,PARAFINA LIVIANA,597606-7,ventas,16,Vendedor 2,14361001,28/04/2023,KILOS,PARAFINAS,23,88762.5,0
15,956250,FE0008066,Cliente 65,BELLO,Antioquia,SILICONA,703413791-1,ventas,17,Vendedor 6,14397007,16/08/2023,KILOS,QUIMICOS,19,956250,0
10,674500,FE0008067,Cliente 65,BELLO,Antioquia,SILICONA,703413791-1,ventas,08,Vendedor 1,14397007,13/10/2021,KILOS,QUIMICOS,42,674500,0
2.8,38234,FE0008062,Cliente 759,BELLO,Antioquia,PIOLA #27,28383899-9,ventas,16,Vendedor 2,14372502,26/12/2022,UNIDAD,PIOLAS,27,38234,0
126,2532285,FE0006571,Cliente 65,BELLO,Antioquia,POLIOL ESTANDAR,703413791-1,ventas,17,Vendedor 6,14397002,11/12/2024,KILOS,QUIMICOS,3,2532285,0
84,1528170,FE0007724,Cliente 221,BELLO,Antioquia,POLIOL ESTANDAR,216850567-6,ventas,17,Vendedor 6,14397002,23/09/2023,KILOS,QUIMICOS,18,1528170,0
50,1446625,FE0008068,Cliente 221,BELLO,Antioquia,T.D.I. 80/20,216850567-6,ventas,17,Vendedor 6,14397004,27/09/2023,KILOS,QUIMICOS,18,1446625,0
1800,21703500,FE0008069,Cliente 105,PASTO,NARI•O,PARAFINA LIVIANA,59881546-7,ventas,08,Vendedor 1,14361001,13/07/2021,KILOS,PARAFINAS,45,21703500,0
5200,765830,FE0003944,Cliente 43,ENTRERRIOS,Antioquia,COLORANTE FLUORESCENTE VERDE MEZCLA,314577283-9,ventas,11,Vendedor 4,14377019,22/03/2024,GRAMOS,COLORANTES,12,765830,0
11200,1652000,FE0006241,Cliente 43,ENTRERRIOS,Antioquia,COLORANTE FLUORESCENTE VERDE MEZCLA,314577283-9,ventas,11,Vendedor 4,14377019,28/06/2024,GRAMOS,COLORANTES,9,1652000,0
280,4107600,FE0007067,Cliente 288,DOSQUEBRADAS,RISARALDA,PARAFINA LIVIANA,78031324-6,ventas,17,Vendedor 6,14361001,12/12/2024,KILOS,PARAFINAS,3,4107600,0
3400,53125000,FE0008070,Cliente 105,PASTO,NARI•O,PARAFINA LIVIANA,59881546-7,ventas,08,Vendedor 1,14361001,22/02/2023,KILOS,PARAFINAS,25,53125000,0
5600,924000,FE0008071,Cliente 43,ENTRERRIOS,Antioquia,COLORANTE FLUORESCENTE VERDE MEZCLA,314577283-9,ventas,11,Vendedor 4,14377019,10/10/2024,GRAMOS,COLORANTES,5,924000,0
205,2995562.5,FE0008072,Cliente 566,Medell°n,Antioquia,PARAFINA LIVIANA,489804771-5,ventas,17,Vendedor 6,14361001,18/10/2024,KILOS,PARAFINAS,5,2995562.5,0
30,560925,FE0007827,Cliente 754,Medell°n,Antioquia,PARAFINA LIVIANA,17274352-0,ventas,16,Vendedor 2,14361001,18/10/2022,KILOS,PARAFINAS,29,560925,0
0.1,17701.75,FE0003946,Cliente 36,SIBUNDOY,PUTUMAYO,COLORANTE FLUORESCENTE ROJO,69286217-1,ventas,08,Vendedor 1,14377011,31/08/2022,GRAMOS,COLORANTES,31,17701.75,0
12,156750,FE0008073,Cliente 480,SIBUNDOY,PUTUMAYO,PIOLA #9,491045-9,ventas,08,Vendedor 1,14372508,30/01/2024,UNIDAD,PIOLAS,14,156750,0
10,221300,FE0008074,Cliente 497,Medell°n,Antioquia,PARAFINA FR60-62,41982435-1,ventas,08,Vendedor 1,14391004,23/09/2021,KILOS,PARAFINAS,42,221300,0
10,169525,FE0008075,Cliente 497,Medell°n,Antioquia,PARAFINA FR60-62,41982435-1,ventas,08,Vendedor 1,14391004,15/07/2021,KILOS,PARAFINAS,45,169525,0
100,249500,FE0008076,Cliente 552,SOPETRAN,Antioquia,PAPEL CELOFAN VERDE,109521553-6,ventas,17,Vendedor 6,14393003,16/12/2024,UNIDAD,CELOFAN,3,249500,0
200,66500,FE0006065,Cliente 280,Medell°n,Antioquia,COLORANTE A LA GRASA  AZUL,734494903-9,ventas,17,Vendedor 6,14377022,12/11/2024,GRAMOS,COLORANTES,4,66500,0
200,39570,FE0008077,Cliente 554,DOSQUEBRADAS,RISARALDA,COLORANTE A LA GRASA NARANJA,68103855-3,ventas,17,Vendedor 6,14377020,07/02/2024,GRAMOS,COLORANTES,13,39570,0
200,74110,FE0008077,Cliente 554,DOSQUEBRADAS,RISARALDA,COLORANTE A LA GRASA VIOLETA,68103855-3,ventas,17,Vendedor 6,14377025,07/02/2024,GRAMOS,COLORANTES,13,74110,0
200,70500,FE0008078,Cliente 341,Medell°n,Antioquia,COLORANTE A LA GRASA  AZUL,49153093-1,ventas,16,Vendedor 2,14377022,14/08/2024,GRAMOS,COLORANTES,7,70500,0
4,100840,FE0006066,Cliente 341,Medell°n,Antioquia,CERA PREPARADA CQP 224,49153093-1,ventas,16,Vendedor 2,143705,06/11/2024,KILOS,CERAS Y ADITIVOS,4,100840,0
300,43500,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,43500,0
300,51750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,51750,0
300,59250,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,59250,0
300,45750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,45750,0
300,54750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,54750,0
300,68250,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,68250,0
300,101250,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,101250,0
300,50250,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,50250,0
300,75750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,75750,0
300,90750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,90750,0
300,157500,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,157500,0
300,168750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,168750,0
300,207750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,207750,0
20,13500,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,13500,0
300,271500,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,271500,0
300,181500,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,181500,0
300,294750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,294750,0
300,325500,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,325500,0
20,27250,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,27250,0
300,90750,FE0008057,Cliente 407,BOGOTA,SANTA FE DE BOGOTA,PABILOS ENCERADOS,823174690-8,ventas,14,Vendedor 5,14372501,29/06/2024,KILOS,PABILOS ENCERADOS,9,90750,0
100,249500,FE0008079,Cliente 411,PEREIRA,RISARALDA,PAPEL CELOFAN VERDE,558280263-9,ventas,17,Vendedor 6,14393003,25/04/2024,UNIDAD,CELOFAN,11,249500,0
420,10815000,FE0008080,Cliente 133,BOGOTA,SANTA FE DE BOGOTA,POLIOL POLIMERICO,726213940-9,ventas,08,Vendedor 1,14397003,06/09/2022,KILOS,QUIMICOS,31,10815000,0
630,16222500,FE0008081,Cliente 409,BOGOTA,SANTA FE DE BOGOTA,POLIOL POLIMERICO,343232600-1,ventas,08,Vendedor 1,14397003,08/09/2022,KILOS,QUIMICOS,31,16222500,0
126,3236940,FE0008082,Cliente 181,BOGOTA,SANTA FE DE BOGOTA,POLIOL POLIMERICO,541823663-7,ventas,14,Vendedor 5,14397003,11/05/2023,KILOS,QUIMICOS,23,3236940,0
201.6,9010512,FE0008083,Cliente 122,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA ESPA•OLA,866731823-7,ventas,14,Vendedor 5,14394002,07/03/2023,KILOS,CERAS Y ADITIVOS,25,9010512,0
96,3893520,FE0008084,Cliente 451,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA ESPA•OLA,479269429-0,ventas,14,Vendedor 5,14394002,04/12/2023,KILOS,CERAS Y ADITIVOS,16,3893520,0
400,6461000,FE0008085,Cliente 435,BOGOTA,SANTA FE DE BOGOTA,PARAFINA SR 58/60,30532984-0,ventas,14,Vendedor 5,14391002,13/12/2023,KILOS,PARAFINAS,15,6461000,0
10,153475,FE0008086,Cliente 410,BUCARAMANGA,SANTANDER,PARAFINA SR 58/60,28682401-8,ventas,08,Vendedor 1,14391002,08/08/2023,KILOS,PARAFINAS,20,153475,0
200,3303000,FE0008087,Cliente 222,PEREIRA,RISARALDA,PARAFINA SR 58/60,55706706-0,ventas,17,Vendedor 6,14391002,04/12/2024,KILOS,PARAFINAS,3,3303000,0
51.6,1946868,FE0008088,Cliente 122,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA ESPA•OLA,866731823-7,ventas,14,Vendedor 5,14394002,10/07/2024,KILOS,CERAS Y ADITIVOS,8,1946868,0
170,2548725,FE0008089,Cliente 29,BOGOTA,SANTA FE DE BOGOTA,PARAFINA MEDIA,111040568-9,ventas,08,Vendedor 1,14361002,07/02/2024,KILOS,PARAFINAS,13,2548725,0
20,462200,FE0008090,Cliente 716,SALGAR,Antioquia,PARAFINA FR56-58 EN CAJA,12280846-6,ventas,16,Vendedor 2,14391006,24/01/2023,KILOS,PARAFINAS,26,462200,0
8,309240,FE0008090,Cliente 716,SALGAR,Antioquia,CERA MICROCRISTALINA BRASILERA,12280846-6,ventas,16,Vendedor 2,14394001,24/01/2023,KILOS,CERAS Y ADITIVOS,26,309240,0
104,3565640,FE0008091,Cliente 251,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA BRASILERA,794485778-1,ventas,14,Vendedor 5,14394001,29/01/2025,KILOS,CERAS Y ADITIVOS,2,3565640,0
15,239512.5,FE0008092,Cliente 716,SALGAR,Antioquia,PARAFINA MEDIA,12280846-6,ventas,16,Vendedor 2,14361002,24/08/2024,KILOS,PARAFINAS,7,239512.5,0
100,1344500,FE0004945,Cliente 396,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,41382410-8,ventas,14,Vendedor 5,14361001,10/04/2024,KILOS,PARAFINAS,11,1344500,0
42,828975,FE0007173,Cliente 221,BELLO,Antioquia,POLIOL ESTANDAR,216850567-6,ventas,17,Vendedor 6,14397002,30/01/2024,KILOS,QUIMICOS,14,828975,0
50,1315000,FE0007173,Cliente 221,BELLO,Antioquia,T.D.I. 80/20,216850567-6,ventas,17,Vendedor 6,14397004,30/01/2024,KILOS,QUIMICOS,14,1315000,0
100,2455000,FE0008093,Cliente 221,BELLO,Antioquia,T.D.I. 80/20,216850567-6,ventas,17,Vendedor 6,14397004,15/02/2024,KILOS,QUIMICOS,13,2455000,0
84,1623300,FE0008093,Cliente 221,BELLO,Antioquia,POLIOL ESTANDAR,216850567-6,ventas,17,Vendedor 6,14397002,15/02/2024,KILOS,QUIMICOS,13,1623300,0
50,1250000,FE0008094,Cliente 221,BELLO,Antioquia,T.D.I. 80/20,216850567-6,ventas,17,Vendedor 6,14397004,30/07/2024,KILOS,QUIMICOS,8,1250000,0
42,764925,FE0008094,Cliente 221,BELLO,Antioquia,POLIOL ESTANDAR,216850567-6,ventas,17,Vendedor 6,14397002,30/07/2024,KILOS,QUIMICOS,8,764925,0
0.2,31783.5,FE0008095,Cliente 39,PAIPA,BOYACA,COLORANTE FLUORESCENTE,25296266-9,ventas,08,Vendedor 1,14377009,12/10/2021,GRAMOS,Colorantes,42,31783.5,0
0.2,31942,FE0008095,Cliente 39,PAIPA,BOYACA,COLORANTE FLUORESCENTE,25296266-9,ventas,08,Vendedor 1,14377009,12/10/2021,GRAMOS,Colorantes,42,31942,0
0.2,32863.5,FE0008095,Cliente 39,PAIPA,BOYACA,COLORANTE FLUORESCENTE,25296266-9,ventas,08,Vendedor 1,14377009,12/10/2021,GRAMOS,Colorantes,42,32863.5,0
0.2,34876,FE0008095,Cliente 39,PAIPA,BOYACA,COLORANTE FLUORESCENTE,25296266-9,ventas,08,Vendedor 1,14377009,12/10/2021,GRAMOS,Colorantes,42,34876,0
50,1325000,FE0008096,Cliente 221,BELLO,Antioquia,T.D.I. 80/20,216850567-6,ventas,17,Vendedor 6,14397004,11/12/2024,KILOS,QUIMICOS,3,1325000,0
32.424,1341948.3,FE0008097,Cliente 589,SINCELEJO,SUCRE,CERA MICROCRISTALINA ESPA•OLA,5929364-4,ventas,16,Vendedor 2,14394002,27/10/2023,KILOS,CERAS Y ADITIVOS,17,1341948.3,0
300,781500,FE0008098,Cliente 39,PAIPA,BOYACA,PAPEL CELOFAN CRISTAL,25296266-9,ventas,08,Vendedor 1,14393001,16/12/2024,UNIDAD,CELOFAN,3,781500,0
42,769755,FE0008068,Cliente 221,BELLO,Antioquia,POLIOL ESTANDAR,216850567-6,ventas,17,Vendedor 6,14397002,27/09/2023,KILOS,QUIMICOS,18,769755,0
38.8,711107,FE0008099,Cliente 221,BELLO,Antioquia,POLIOL ESTANDAR,216850567-6,ventas,17,Vendedor 6,14397002,20/10/2023,KILOS,QUIMICOS,17,711107,0
126,2486925,FE0007725,Cliente 221,BELLO,Antioquia,POLIOL ESTANDAR,216850567-6,ventas,17,Vendedor 6,14397002,13/12/2023,KILOS,QUIMICOS,15,2486925,0
50,1315000,FE0007725,Cliente 221,BELLO,Antioquia,T.D.I. 80/20,216850567-6,ventas,17,Vendedor 6,14397004,13/12/2023,KILOS,QUIMICOS,15,1315000,0
50,1260000,FE0008100,Cliente 221,BELLO,Antioquia,T.D.I. 80/20,216850567-6,ventas,17,Vendedor 6,14397004,16/09/2024,KILOS,QUIMICOS,6,1260000,0
15,197175,FE0008101,Cliente 280,Medell°n,Antioquia,ACIDO ESTEARICO HPS P10,734494903-9,ventas,17,Vendedor 6,14392002,07/10/2024,KILOS,CERAS Y ADITIVOS,5,197175,0
10,177825,FE0008102,Cliente 280,Medell°n,Antioquia,ACIDO ESTEARICO HPS P10,734494903-9,ventas,17,Vendedor 6,14392002,06/03/2024,KILOS,CERAS Y ADITIVOS,13,177825,0
55,1063012.5,FE0006048,Cliente 686,VALDIVIA,Antioquia,PARAFINA FR 60-62 X CAJA,3814527487-8,ventas,16,Vendedor 2,14391007,12/11/2024,KILOS,PARAFINAS,4,1063012.5,0
15,197175,FE0006051,Cliente 280,Medell°n,Antioquia,ACIDO ESTEARICO HPS P10,734494903-9,ventas,17,Vendedor 6,14392002,07/10/2024,KILOS,CERAS Y ADITIVOS,5,197175,0
45,1039950,FE0007753,Cliente 49,Medell°n,Antioquia,PARAFINA FR 60-62 X CAJA,28545059-0,ventas,16,Vendedor 2,14391007,12/01/2023,KILOS,PARAFINAS,26,1039950,0
10,131450,FE0008103,Cliente 280,Medell°n,Antioquia,ACIDO ESTEARICO HPS P10,734494903-9,ventas,17,Vendedor 6,14392002,06/08/2024,KILOS,CERAS Y ADITIVOS,7,131450,0
